No.     Time           Source                Destination           Protocol Length Info
   4722 101.351055     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20277958 TSecr=3846320609
   4723 101.366111     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 46460 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846320641 TSecr=20277958
   4724 101.367678     172.16.20.51          120.24.48.119         TCP      66     46460 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20277960 TSecr=3846320641
   4725 101.608535     172.16.20.51          120.24.48.119         TCP      74     42297 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20277984 TSecr=0 WS=64
   4726 101.623799     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 42297 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846320899 TSecr=20277984 WS=128
   4727 101.625835     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20277986 TSecr=3846320899
   4728 101.630378     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4729 101.646132     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42297 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846320921 TSecr=20277987
   4730 101.648144     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4731 101.648150     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4732 101.660186     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20277989 TSecr=3846320923
   4733 101.665045     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20277990 TSecr=3846320923
   4734 101.680645     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4735 101.697557     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4736 101.697560     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4737 101.708118     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4738 101.762864     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42297 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846321038 TSecr=20277994
   4739 101.764477     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4740 101.779841     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42297 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846321055 TSecr=20278000
   4741 101.779843     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4742 101.779844     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4743 101.788519     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20278002 TSecr=3846321055
   4744 101.794699     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4745 101.794700     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20278003 TSecr=3846321055
   4746 101.812317     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 42297 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846321085 TSecr=20278003
   4747 101.814560     172.16.20.51          120.24.48.119         TCP      66     42297 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20278005 TSecr=3846321085
   4748 102.085623     172.16.20.51          120.24.48.119         TCP      74     35427 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20278032 TSecr=0 WS=64
   4749 102.103548     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 35427 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846321375 TSecr=20278032 WS=128
   4750 102.105226     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20278034 TSecr=3846321375
   4751 102.121535     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4752 102.139980     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35427 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846321411 TSecr=20278036
   4753 102.141914     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4754 102.141917     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4755 102.143470     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20278038 TSecr=3846321412
   4756 102.143471     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20278038 TSecr=3846321412
   4757 102.170310     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4758 102.188848     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4759 102.188851     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4760 102.195951     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4761 102.255582     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35427 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846321525 TSecr=20278043
   4762 102.257343     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4763 102.277012     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35427 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846321546 TSecr=20278049
   4764 102.277016     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4765 102.277019     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4766 102.282713     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20278052 TSecr=3846321547
   4767 102.286613     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4768 102.290246     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20278053 TSecr=3846321547
   4769 102.306100     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35427 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846321576 TSecr=20278052
   4770 102.307531     172.16.20.51          120.24.48.119         TCP      66     35427 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20278054 TSecr=3846321576
   4771 102.309068     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 35427 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846321579 TSecr=20278053
   4772 102.572384     172.16.20.51          120.24.48.119         TCP      74     44821 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20278081 TSecr=0 WS=64
   4773 102.586051     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 44821 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846321862 TSecr=20278081 WS=128
   4774 102.588459     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20278082 TSecr=3846321862
   4775 102.595114     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4776 102.609700     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44821 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846321884 TSecr=20278083
   4777 102.611606     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4778 102.611608     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4779 102.614208     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20278085 TSecr=3846321886
   4780 102.615147     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20278085 TSecr=3846321886
   4781 102.654423     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4782 102.669014     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4783 102.669016     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4784 102.670811     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20278091 TSecr=3846321944
   4785 102.670817     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20278091 TSecr=3846321944
   4786 102.692761     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4787 102.746870     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44821 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846322022 TSecr=20278092
   4788 102.758518     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4789 102.773241     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44821 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846322048 TSecr=20278099
   4790 102.773249     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4791 102.773253     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4792 102.788446     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20278102 TSecr=3846322048
   4793 102.801139     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4794 102.801146     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20278103 TSecr=3846322048
   4795 102.815289     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44821 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846322090 TSecr=20278103
   4796 102.816733     172.16.20.51          120.24.48.119         TCP      66     44821 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20278105 TSecr=3846322090
   4797 103.093176     172.16.20.51          120.24.48.119         TCP      74     43301 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20278133 TSecr=0 WS=64
   4798 103.107580     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 43301 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846322383 TSecr=20278133 WS=128
   4799 103.109330     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20278135 TSecr=3846322383
   4800 103.125150     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4801 103.139865     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43301 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846322415 TSecr=20278136
   4802 103.141769     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4803 103.141774     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4804 103.143988     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20278138 TSecr=3846322417
   4805 103.143996     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20278138 TSecr=3846322417
   4806 103.159453     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   4807 103.174732     120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   4808 103.174734     120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   4809 103.182937     172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   4810 103.236967     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43301 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846322513 TSecr=20278142
   4811 103.245374     172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   4812 103.260059     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43301 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846322536 TSecr=20278148
   4813 103.261130     120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   4814 103.261132     120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   4815 103.270472     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20278150 TSecr=3846322536
   4816 103.272669     172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   4817 103.272674     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20278151 TSecr=3846322536
   4818 103.289823     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43301 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846322563 TSecr=20278151
   4819 103.296753     172.16.20.51          120.24.48.119         TCP      66     43301 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20278153 TSecr=3846322563
   4820 103.512402     172.16.20.51          120.24.48.119         TCP      74     38460 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20278174 TSecr=0 WS=64
   4821 103.531542     120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 38460 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846322802 TSecr=20278174 WS=128
   4822 103.543737     172.16.20.51          120.24.48.119         TCP      66     38460 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20278177 TSecr=3846322802
   4823 103.543759     172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   4824 103.563912     120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 38460 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846322834 TSecr=20278178
   4825 103.565153     120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   4826 103.565156     120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   4827 103.571350     172.16.20.51          120.24.48.119         TCP      66     38460 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20278181 TSecr=3846322836
   4828 103.572720     172.16.20.51          120.24.48.119         TCP      66     38460 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20278181 TSecr=3846322836
   4829 103.604052     172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
